TRANSPOREON ID,Carrier,OriginalVAT,VAT,VatSource,Country,Registered,RegisteredName,RegisteredAddress,StoredAddress,NameMatch,AddressMatch,Confidence,Notes
262730,The Overland Transport & Trading Co Ltd,UK0000000000,GB128303003,discovered,GB,Yes,THE OVERLAND TRANSPORT & TRADING CO LTD,"L&#x27;ANCRESSE LODGE, WATERSIDE, BILLINGHAY, LINCOLN, LN4 4BU, GB","High Street, Billinghay, LN4 4BU, Lincoln",Match,Partial,Likely correct,No VAT: placeholder; Web: overland-transport.co.uk (official website). Companies House 00824486; Address LN4 4BU Billinghay matches
272106,AEROTRANS PIOTR CYRSON,,PL5311413267,discovered,PL,Yes,PIOTR CYRSON,"NOWY DWÓR MAZOWIECKI , WRZOSOWA 12, 05-101 NOWY DWÓR MAZOWIECKI 3","WRZOSOWA 12, 5101, NOWY DWÓR MAZOWIECKI",Match,Match,Likely correct,No VAT: missing; Web: biznesfinder.pl. Address Wrzosowa 12 Nowy Dwór Mazowiecki matches
283525,C.H.ROBINSON PL-Warsaw 2,NL,PL5252392290,discovered,PL,Yes,C.H. ROBINSON POLSKA SPÓŁKA AKCYJNA,"ŁUCKA 9, 00-842 WARSZAWA","Aleja Jana Pawła II 29, 00-867, Warszawa",Match,Partial,Likely correct,"Web: KRS (KRS 0000281670). C.H. Robinson Polska S.A., main registered office was Łucka 9; stored address at Al. Jana Pawła II 29 likely second Warsaw office; Input had placeholder 'NL' as VAT"
230638,Simple Way Sp z o.o sp.k,,PL5951455352,discovered,PL,Yes,SIMPLE WAY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,"WIGURY 20, 64-400 MIĘDZYCHÓD","Wigury 20, 64-400, Miedzychod",Match,Match,Likely correct,"No VAT: missing; Web: targeo.pl. Address ul. Wigury 20, Międzychód matches; KRS 0000342324"
260208,TRANSINTERTOP LTD,HU11475165,HU11475165,discovered,HU,No,TRANSINTERTOP Szállítmányozási és Fuvarozó Kft.,"2851 Környe, Tópart utca 1.","TOPART 1, 2851, KÖRNYE",Match,N/A,Unresolved,Web: opten.hu / ceginformacio.hu. Adószám 11475165-4-11 confirms HU11475165; Address Környe Tópart matches; API Pass 2: not registered
334308,XPO LOGISTICS_ Transport Solution FTL PACKED France,,,original,FR,,,,"1208, ROUTE DES PIERRELLES - BP 93 - BEAUSEMBLANT, 26240, BEAUSEMBLANT",N/A,N/A,Unresolved,"No VAT: missing; Multiple XPO entities at Beausemblant address but all struck off RCS (2017, 2021, 2023); No active legal entity matching 'Transport Solution FTL PACKED' identified"
272915,Hart Logistics sp. z o. o. sp. k.,7792413387,PL7792413387,original,PL,Yes,HART LOGISTICS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,"ŚWIERZAWSKA 10, 60-321 POZNAŃ","Świerzawska 10, 60-321, Poznań",Match,Match,Confirmed,
244904,GEFCO France,,FR24789791464,discovered,FR,error,GEFCO France SAS,"15 Charles de Gaulle, 92700 Colombes (secondary: 77-81 rue des Lilas d'Espagne, 92400 Courbevoie)","Rue des Lilas d Espagne, 92402, Courbevoie Cedex",Match,N/A,Unresolved,"No VAT: missing; Web: annuaire-entreprises / e-pro.fr. SIREN 789791464 for GEFCO France SAS; VAT key computed; Secondary establishment at 77-81 rue des Lilas d'Espagne, Courbevoie matches; GEFCO SA (parent) is SIREN 542050315 / FR83542050315; API Pass 2 error: MS_MAX_CONCURRENT_REQ"
262232,Geis PL Sp. z o.o.,,PL5261025183,discovered,PL,Yes,GEIS PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"SOSNOWIEC-PIEŃKI 7, 95-010 SOSNOWIEC-PIEŃKI","Pieńki 7, 95-010, Stryków",Match,Match,Likely correct,"No VAT: missing; Web: KRS (KRS 0000053574). Address Sosnowiec-Pieńki 7, Stryków matches"
368458,Locotranssped Sp. Z O.O.,7831682017,PL7831682017,original,PL,Yes,LOCOTRANSSPED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI,"BÓŻNICZA 15 M6, 61-751 POZNAŃ","Ul.Arcybiskupa A. Baraniaka 88c Bud.B, 61-131, Poznan",Match,Partial,Confirmed,
265297,Express Logistic Sp.z o.o.,PL1231277587,PL1231277587,original,PL,Yes,EXPRESS LOGISTIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"EUGENIUSZA ROMERA 10 MB4, 02-784 WARSZAWA","Dunikowskiego 24, 5501, Piaseczno",Match,Mismatch,Confirmed,
273747,Aro-Trans Rafał Bartosz Kosztowny Spedycja i Produkcja Mebli,,PL9532383064,discovered,PL,Yes,RAFAŁ KOSZTOWNY,"ALEJA JERZEGO WASZYNGTONA 41 M63, 04-015 WARSZAWA","Ogrody 29/32, 85-870, Bydgoszcz",Match,Mismatch,Likely correct,No VAT: missing; Web: targeo.pl. Bydgoszcz Ogrody address matches secondary location; Primary registered office in Warsaw
269078,"C&T, a.s.",2022259723,SK2022259723,original,SK,Yes,"C&T, a.s.","Hurbanova 5777/14, 97401 Banská Bystrica, Slovensko","Partizanska cesta 2733/97, 97401, Banska Bystrica",Match,Partial,Confirmed,
292757,KLog Logística SA,PT0000000000,PT510338879,discovered,PT,Yes,"K-LOG, LOGISTICA, S.A.","RUA DO PINHAL 250, MAIA, 4470-640 MAIA","Rua de Castelões Centro, 260 - Fajozes, 4485-065, Vila do Conde",Match,Mismatch,Likely correct,"No VAT: placeholder; Web: iberinform.pt / ccip.pt. Operational address R. de Castelões Centro 260, Fajozes, Vila do Conde matches"
236276,FIRMA TRANSPORTOWO-HANDLOWA EDWARD OSICA,PL8221005023,PL8221005023,original,PL,Yes,EDWARD OSICA,"ZACHODNIA 34, 05-300 MIŃSK MAZOWIECKI","ZACHODNIA 34, 05-300, MIŃSK MAZOWIECKI",Match,Match,Confirmed,
234132,CMA CGM Polska Sp. z o.o.,GB802298146,GB802298146,original,PL,Yes,MACANDREWS & CO LTD,"6TH FLOOR, 75 KING WILLIAM STREET, LONDON, EC4N 7BE, GB","Polska 13 A, 81-339, Gdynia",Mismatch,Mismatch,To be verified,"CMA CGM Polska Sp. z o.o. → MACANDREWS & CO LTD (stored carrier is a Polish entity in Gdynia but GB VAT 802298146 is registered to the UK sister company MacAndrews in London — wrong VAT country code in source data, a Polish NIP is expected)"
276509,Sokołów-Logistyka,PL0000000000,PL8231060414,discovered,PL,Yes,'SOKOŁÓW-LOGISTYKA' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"ALEJA 550-LECIA 2, 08-300 SOKOŁÓW PODLASKI","Aleja 550-lecia 2, 08-300, Sokołów Podlaski",Match,Match,Likely correct,No VAT: placeholder; Web: KRS (KRS 0000094189). Address Aleja 550-lecia 2 Sokołów Podlaski matches
275463,NOSTA Logistik Sp. z.o.o.,5981632563,PL5981632563,original,PL,Yes,NOSTA LOGISTIK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"AL. NIEPODLEGŁOŚCI 781, 81-805 SOPOT","Hynka 32, 80-465, Gdańsk",Match,Mismatch,Confirmed,
500975,P&O Ferrymasters Ltd.,NL809172811B01,NL809172811B01,discovered,NL,,,,"PO Box 1036, 3180 AA, Rozenburg",N/A,N/A,Unresolved,"Web: input (already present, vatStatus=valid). VAT already provided in input and marked valid; no discovery needed"
264024,Orange Logistics Sp. z o.o.,PL6342773808,PL6342773808,discovered,PL,No,,,"Roździeńskiego 205, 40-203, Katowice",N/A,N/A,Unresolved,"Web: input (already present, vatStatus=valid). VAT already provided in input and marked valid; API Pass 2: not registered"
287378,Rosteka UAB,LT100004761617,LT100004761617,original,LT,Yes,"UAB ""ROSTEKA""","Darbo g. 9, Kauno m., Kauno m. sav.","Darbo str 9, 52102, Kaunas",Match,Match,Confirmed,
335085,Ekol Spain,,ESB66160052,discovered,ES,Yes,N/A,N/A,"Pol. Ind. Modula – Coslada II Avda de la Cañada, 62 Nave 1 Modulo, 28820, Madrid",N/A,N/A,To be verified,No VAT: missing; Web: empresascif.com / datocapital.es. Operating address Coslada Madrid matches; Company renamed DFDS LOGISTICS IBERIA SL in Dec 2025 (same CIF)
293151,PORTMANN LOGISTICS POLSKA SP. Z.O.O,PL 7811775773,PL7811775773,original,PL,Yes,PORTMANN LOGISTIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"JASNA 14/16A, 00-041 WARSZAWA","DERENIOWA 2 LOK 7, 02-776, WARSZAWA",Match,Partial,Confirmed,
257579,Rail Cargo Logistics - Poland Sp. z o.o.,,PL6292204786,discovered,PL,Yes,RAIL CARGO LOGISTICS-POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"BITWY WARSZAWSKIEJ 1920 R. 7, 02-366 WARSZAWA","Wąwozowa 11, 02-796, Warszawa",Match,Partial,Likely correct,"No VAT: missing; Web: KRS (KRS 0000038546). Address Wąwozowa 11, 02-796 Warszawa matches"
260701,VGL Road Sp. z o.o.,,PL5862253658,discovered,PL,No,VGL Road,"al. Zwycięstwa 237/7, 81-521 Gdynia","Al. Zwycięstwa 237/7, 81-521, Gdynia",Match,N/A,Unresolved,"No VAT: missing; Web: targeo.pl. Address al. Zwycięstwa 237, Gdynia matches; API Pass 2: not registered"
227584,GEFCO Deutschland GmbH,DE811122082,DE811122082,original,DE,Yes,N/A,N/A,"Industriestr. 80, 42327, Wuppertal",N/A,N/A,Confirmed,
254299,GEFCO Deutschland GmbH,DE811122082,DE811122082,original,DE,Yes,N/A,N/A,"Märkische Allee 65, 14979, Großbeeren",N/A,N/A,Confirmed,
281136,"BRAXSTONE KRAWCZYK, RENE SP. JAWNA",PL1182095709,PL1182095709,discovered,PL,No,,,"KOLEJOWA 204A, KIEŁPIN, 05-092, ŁOMIANKI",N/A,N/A,Unresolved,"Web: input (already present, vatStatus=valid). VAT already provided in input and marked valid; API Pass 2: not registered"
272701,F.H.P. MAG-MAR ALICJA MATUSIK,PL8240000989,PL8240000989,discovered,PL,No,,,"ALEJA SOLIDARNOŚCI 3, 07-100, WĘGRÓW",N/A,N/A,Unresolved,"Web: input (already present, vatStatus=valid). VAT already provided in input and marked valid; API Pass 2: not registered"
332116,Antrans Bis Ireneusz Pacia Sp. k.,6372190299,PL6372190299,original,PL,Yes,"""ANTRANS BIS"" IRENEUSZ PACIA SPÓŁKA KOMANDYTOWA","WSPÓLNA 1C, 32-300 OLKUSZ","Wspólna 1c, 32-300, Olkusz",Match,Match,Confirmed,
261803,DEVEGA SRL,RO26244980,RO26244980,original,RO,Yes,DEVEGA SRL,MUN. ORADEA 410151 STR. BERZEI Nr. 4,"4, BERZEI, 410151, ORADEA",Match,Match,Confirmed,
227422,ND Polska Sp. z o.o.,PL725-00-13-591,PL7250013591,original,PL,Yes,XPO TRANSPORT SOLUTIONS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"CHEMICZNA 5, 65-713 ZIELONA GÓRA","Wólczańska 53, 90-608, Łódź",Partial,Mismatch,Confirmed,"ND Polska → XPO Transport Solutions Poland (Norbert Dentressangle acquired by XPO Logistics 2015, rebranded)"
321388,Frigo-trans,8252102129   8250004747,82521021298250004747,original,PL,,,,"Miedzyrzecka186, 21-400, Łuków",N/A,N/A,Unresolved,Low confidence: PL8252190458 (masio.pl). Address Międzyrzecka 186 Łuków matches FRIGO-EXPRESS LOGISTIC (not Frigo-trans); Name mismatch — may be different company at same address; Input VAT 82521021298250004747 appears malformed
334679,Ekol Logistics Sp. z o.o.,972-125-38-94,PL9721253894,original,PL,Yes,DFDS LOGISTICS SERVICES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"SKŁADOWA 4, 62-023 KONINKO","Inwestycyjna 8, 41-208, Sosnowiec",Partial,Mismatch,Confirmed,"Ekol Logistics PL → DFDS Logistics Services (Ekol acquired by DFDS in 2023, renamed Dec 2025)"
286782,Speedbergx Sp. z o.o. Spółka komandytowa,7732475775,PL7732475775,discovered,PL,No,,,"P.O.W. 17/216, 97-200, Tomaszów Mazowiecki",N/A,N/A,Unresolved,"Web: input (already present, vatStatus=valid). VAT already provided in input and marked valid; API Pass 2: not registered"
284914,ATL EUROPE s.r.o.,CZ25925865,CZ25925865,original,CZ,Yes,ATL EUROPE s.r.o.,"Pražská třída 320/8, KUKLENY, 500 04  HRADEC KRÁLOVÉ 4","Hořická 283/22, 500 02, Hradec Králové",Match,Partial,Confirmed,
287492,BOMAR SP. Z O.O.,PL5342491222,PL5342491222,original,PL,Yes,BOMAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"SIEDLIN , WINCENTEGO WITOSA 19, 09-100 PŁOŃSK","UL.WINCENTEGO WITOSA 19, SIEDLIN, 09-100, PŁOŃSK",Match,Match,Confirmed,
320606,DHL Global Forwarding,,RO10864098,discovered,RO,error,SC DHL LOGISTICS SRL,"Strada Costache Negri 1-5, Opera Center I, Sector 5, Bucharest","Costache Negri, 50552, Bucuresti",Partial,N/A,Unresolved,"No VAT: missing; Web: zf.ro wikizf. SC DHL LOGISTICS SRL at Strada Costache Negri, Bucharest matches stored address; J23/1820/2003; API Pass 2 error: MS_MAX_CONCURRENT_REQ; Carrier is DHL Global Forwarding; discovered VAT belongs to DHL Logistics SRL — different DHL group business unit in Romania"
374769,BARSAN Global Logistics,,PL6792888463,discovered,PL,Yes,BARSAN GLOBAL LOGISTICS POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"WARSZAWSKA 40 M2A, 40-008 KATOWICE","Wita Stwosza 7/427, 40-040, Katowice",Match,Partial,Likely correct,No VAT: missing; Web: targeo.pl / KRS 0000257983. Katowice address matches; Subsidiary of BARSAN GLOBAL LOJISTIK A.S. (Turkey)
281425,Grupa Transportowa Sp. z o.o.,,PL7712852200,discovered,PL,Yes,"""GRUPA TRANSPORTOWA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","ŁÓDZKA 30AB, 97-300 PIOTRKÓW TRYBUNALSKI","Łódzka 30 ab, 97-300, Piotrków Trybunalski",Match,Match,Likely correct,No VAT: missing; Web: KRS (KRS 0000367098). Address ul. Łódzka 30 Piotrków Trybunalski matches
325764,DHL GLOBAL FORWARDING TASIMACILIK A.S.,TR0000000000,2950430412,discovered,TR,,DHL GLOBAL FORWARDING TAŞIMACILIK A.Ş.,"Kıbrıs Şehitler Cad. Kristal İş Mrk. No:136/1 K:5, 35220 Alsancak/Izmir","KIBRIS SEHITLERI CAD., no 135/5, 35221, IZMIR",Match,N/A,Non-EU,No VAT: placeholder; Web: importkey.com. Turkish 10-digit vergi numarası 2950430412 for DHL Global Forwarding Tasimacilik A.S.; Izmir office at Kıbrıs Şehitler Cad. confirmed
323836,Uniserve Ltd,,GB927553502,discovered,GB,Yes,GB GLOBAL MANAGEMENT LIMITED,"UNISERVE GROUP, LONDON MEGA TERMINAL, THURROCK PARK WAY, TILBURY, RM18 7HD, GB","Thurrock Park Way, RM187HD, Tilbury",Partial,Match,Likely correct,"No VAT: missing; Web: vat-lookup.co.uk. Uniserve Holdings Ltd registered at Thurrock Park Way, Tilbury RM18 7HD matches stored address; 'Uniserve Ltd' may refer to group VAT registration; several Uniserve entities share the Tilbury site; Uniserve Ltd → GB Global Management Limited (group VAT registration; GB Global is holding/group entity for Uniserve group at Tilbury site)"
321472,BEI-TRANS POLSKA Sp. z.o.o,5252549320,PL5252549320,original,PL,Yes,BEI - TRANS POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"ALEJA ""SOLIDARNOŚCI"" 117 M207, 00-140 WARSZAWA","ul.Aleja Solidanosci 117 nr loc207, 00-140, Warszawa",Match,Match,Confirmed,
298847,Range-Trans OU,EE202200221063094214,EE202200221063094214,original,EE,,,,"Mustamae tee 5-703, Harju maakond, 10616, Tallinn",N/A,N/A,Unresolved,"Low confidence: EE202200221063094214 (input (already present, vatStatus=valid)). Input VAT 202200221063094214 is 18 digits (Estonian KMKR should be EE + 9 digits); No definitive EE VAT found in Mustamäe registry data; Company appears to be part of Range Trans Group (founded 2013, Tallinn)"
302185,Cargo Line/ГК Карго Лайн,,390170432,discovered,BY,,ООО Карго Лайн,"211341, Vitebsk Region, Vitebsk District, М-8 highway, 89 km, building 1A","Витебский р-н, М-8, 89-й км, 1А, 211319, Vitebskaya oblast/Витебская область",Match,N/A,Non-EU,No VAT: missing; Web: bizinspect.by. Belarus УНП (9 digits); Vitebsk M-8 89km address matches exactly; ООО Карго Лайн
262215,"DHL FREIGHT SPAIN, S.L",,ESB84913433,discovered,ES,Yes,N/A,N/A,"AVDA. DE ESPIOCA, 64, 46460, VALENCIA",N/A,N/A,To be verified,No VAT: missing; Web: empresascif.com. Main office Coslada Madrid; Valencia branch at Avda. Espioca 84 Silla matches stored address
260692,JASTIM Sp z o.o.,5262499368,PL5262499368,original,PL,Yes,"""JASTIM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","ALEJE JEROZOLIMSKIE 144, 02-305 WARSZAWA","Al. Jerozlimskie 144, 02-305, Warszawa",Match,Match,Confirmed,
296223,AKTRANS TASIMACILIK TİC.SAN.LTD.STİ,420165084,TR420165084,discovered,TR,N/A (non-EU),AKTRANS TAŞ.OTO.PET.TAR.İNŞ.SAN.VE TİC.LTD.ŞTİ,"Çankaya Mah., Atatürk Cad., Sıdalı İşhanı K:3 No:9, 33070 Akdeniz/Mersin","ATATÜRK CAD.SIDALI İŞHANI  KAT:3/9, 33070, mersin",Match,N/A,Non-EU,"Web: input (already present, vatStatus=non_eu). Address Çankaya Mah. Atatürk Cad. Sıdalı İşhanı K:3/9, 33070 Akdeniz/Mersin confirmed (UND registry); Full legal name AKTRANS TAŞ.OTO.PET.TAR.İNŞ.SAN.VE TİC.LTD.ŞTİ; Unable to independently verify the 10-digit vergi numarası format"
288977,BFI SP. Z O.O. SP.K.,5862323399,PL5862323399,original,PL,Yes,BFI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"AL. ZWYCIĘSTWA 173, 81-521 GDYNIA","Aleja Zwycięstwa 173, 81-521, Gdynia",Match,Match,Confirmed,
313765,Arsenal Logistic Sp. z o.o.,,,original,PL,,,,"Alley Jerozolimskie 85, 02-001, Warsaw",N/A,N/A,Unresolved,"No VAT: missing; No company named 'Arsenal Logistic Sp. z o.o.' found at Al. Jerozolimskie 85, Warsaw; Arsenal Polska Sp. z o.o. (NIP PL5252597230) is at a different Warsaw address; Other logistics companies exist at Al. Jerozolimskie 81/85 (AR Trans Logistics, As Trans-Logistics, New Management Logistic) but none match"
300152,FERTRANS SPAGNA SL,,ESB65925687,discovered,ES,Yes,N/A,N/A,"Av. Ports D'Europa, 100, 8040, Barcelona",N/A,N/A,To be verified,"No VAT: missing; Web: infoempresa.com / infonif. Registered office in Granyanella, Lleida; Stored Barcelona address (Av. Ports D'Europa) likely operational branch; CIF is unique per company"
230460,ECS European Containers NV,BE0435131508,BE0435131508,original,BE,Yes,NV ECS EUROPEAN CONTAINERS,"Baron de Maerelaan 155, 8380 Brugge","Karveelstraat 3, 8380, Zeebrugge",Match,Partial,Confirmed,
251427,MacAndrews & Co Ltd,GB802298146,GB802298146,original,GB,Yes,MACANDREWS & CO LTD,"6TH FLOOR, 75 KING WILLIAM STREET, LONDON, EC4N 7BE, GB","12 Princes Parade, Princes Dock, L3 1BG, Liverpool",Match,Mismatch,Confirmed,
318021,BARSAN GLOBAL LOGISTIC KFT,,HU25781841,discovered,HU,Yes,BARSAN GLOBAL LOGISTIC KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HONVED UTCA 8 1 2 1054 BUDAPEST,"ARADI VERTANUK UTJA 13 FST 5, 9021, GYOR",Match,Mismatch,Likely correct,"No VAT: missing; Web: nemzeticegtar.hu / ceginformacio.hu. Adószám 25781841-2-41 → HU VAT HU25781841; Only BARSAN GLOBAL LOGISTIC Kft in Hungary — but registered in Budapest, not Győr as stored"
282622,TBX SP. Z O.O.,,PL1182096488,discovered,PL,Yes,TBX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"SZYSZKOWA 35/37, 02-285 WARSZAWA","Szyszkowa 35/37, 02-285, Warszawa",Match,Match,Likely correct,"No VAT: missing; Web: KRS/imsig.pl. KRS 0000497643, address matches Szyszkowa 35/37 Warszawa"
280700,NAPOLITRANS SRL,,IT04775450655,discovered,IT,Yes,NAPOLITRANS - SOCIETA' A RESPONSABILITA' LIMITATA,"VIA PEZZAGRANDE SNC , 84025 EBOLI SA","Loc. Pezzagrande, 84025, EBOLI",Match,Match,Likely correct,"No VAT: missing; Web: registroaziende.it / aziende.it. address matches Via Pezzagrande, Eboli (SA)"
290599,ZAMMLER Polska Sp. z o.o.,PL 5252582464,PL5252582464,original,PL,Yes,ZAMMLER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"3 MAJA 8, 05-800 PRUSZKÓW","3 Maja Nr. 8, Millenium Logistic Park, building C7, 05-800, PRUSZKOW",Match,Match,Confirmed,
305312,DHL FREIGHT,,FR38488985771,discovered,FR,error,DHL FREIGHT FRANCE SAS,"19 Boulevard Courcerin, 77185 Lognes","28 rue Eugène Hénaff, 69200, Vénissieux",Match,N/A,Unresolved,"No VAT: missing; Web: societe.com. DHL Freight France SAS, SIREN 488985771, Vénissieux is a branch site; API Pass 2 error: MS_MAX_CONCURRENT_REQ"
236381,"P.U.T.H. TRANS-POL SP.JAWNA S. KLASZTORNY, Z.DĄBROWSKI",,PL8360007706,discovered,PL,Yes,"PRZEDSIĘBIORSTWO USŁUGOWE TRANSPORTOWO HANDLOWE TRANS-POL SPÓŁKA JAWNA S. KLASZTORNY, Z. DĄBROWSKI","JANA KOZIETULSKIEGO 4A, 96-100 SKIERNIEWICE","ul. Kozietulskiego 4a, 96-100, Skierniewice",Match,Match,Likely correct,"No VAT: missing; Web: targeo.pl / pkt.pl. address matches Kozietulskiego 4A, 96-100 Skierniewice"
286632,"FM LOGISTIC IBERICA, S.L.",,ESB31506025,discovered,ES,Yes,N/A,N/A,"C/ BERRIOBIDE, 34, 31013, ANSOAIN",N/A,N/A,To be verified,"No VAT: missing; Web: infoempresa.com / empresia.es. address matches Calle Berriobide 34, 31013 Ansoáin"
327392,Linktis sp. z o.o.,PL9512373803,PL9512373803,original,PL,Yes,LINKTIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"CZERNIAKOWSKA 87A, 00-718 WARSZAWA","Stępińska 22/30, 00-739, warszawa",Match,Partial,Confirmed,
308710,VIRADO TRANSPORT LTD,,,original,GB,,,,"Lankaster Approach, North Killingholme Industrial Estate, DN40 3JZ, Immingham",N/A,N/A,Unresolved,"No VAT: missing; Companies House 09718054 found, but company reportedly not VAT-registered"
328811,MAERSK LINE,,DK32345794,discovered,DK,Yes,MAERSK A/S,"Esplanaden 50, 1263 København K","Esplanaden 50, DK1263, Copenhagen",Partial,Match,Likely correct,"No VAT: missing; Web: opencorpdata.com / northdata.com (CVR). Maersk A/S (formerly Maersk Line A/S), CVR 32345794, Esplanaden 50 matches; Maersk Line → Maersk A/S (Maersk Line A/S merged into parent Maersk A/S in 2019)"
334648,BATUINTERNATİONAL LOJİSTİK İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ,150 057 6603 – Atışalanı VD,1500576603–AtışalanıVD,original,TR,N/A (non-EU),,,"Oruçreis Mh. Tekstilkent Cd., No:12/A İç Kapı No: 022-023 Atışalanı/Esenler, 34235, İstanbul",N/A,N/A,Non-EU,company confirmed at Esenler/Istanbul but no 10-digit vergi numarası found online; input value '1500576603-AtışalanıVD' not verifiable
312643,"Overis Sp.z,o.o.",,PL8252176323,discovered,PL,Yes,OVERIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"ŁAPIGUZ 91, 21-400 ŁUKÓW","Łapiguz 91, 21-400, Łuków",Match,Match,Likely correct,"No VAT: missing; Web: aleo.com. matches Sp. z o.o. variant (not Łukasik Sp.j.) at Łapiguz 91, Łuków"
311846,YILMAZ ULUSLARARASI NAKLİYAT İTH. İHR. SAN. VE TİC. LTD. ŞTİ,,,original,TR,,,,"İstiklal Cad., 5204 sok, 33060, Mersin",N/A,N/A,Non-EU,No VAT: missing; company found in Mersin but vergi numarası not published online
313261,ALCOR LOGISTICS Sp. z o.o.,PL5291820117,PL5291820117,original,PL,Yes,ALCOR LOGISTICS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"T. BAIRDA 36 M60, 05-825 GRODZISK MAZOWIECKI","T. Bairda 36/60, 36/60, 05-825, Grodzisk Mazowiecki",Match,Match,Confirmed,
343126,EVEROAD,,,original,FR,,,,"24 rue Petrelle, 75002, Paris",N/A,N/A,Unresolved,No VAT: missing; acquired by Sennder; Everoad legal entity TVA not disclosed in public sources
348059,SARP INTERMODAL,,,original,TR,,,,"DEREBOYU NO 56, TURKOBA MAH.KAYALAR CAD. NO.10/1, 34356, ISTANBUL",N/A,N/A,Non-EU,No VAT: missing; Sarp Intermodal Hizmetleri İç ve Dış Ticaret A.Ş. confirmed at Büyükçekmece but vergi numarası not found online
346723,EXPEDITORS INTERNATIONAL UK LTD,,GB417141383,discovered,GB,Yes,EXPEDITORS INTERNATIONAL,"1 ASCOT ROAD, BEDFONT, MIDDLESEX, TW14 8QH, GB","UNIT 4, SHINE KNOWLEDGE PARK, HU8 7FB, HULL",Match,Mismatch,Likely correct,"No VAT: missing; Web: vat-lookup.co.uk / Companies House. Companies House 01872622; Hull is branch site, registered office in Bedfont"
305812,GEFCO Greece,,,original,GR,,,,"Lampsakou 2, 11528, Athens",N/A,N/A,Unresolved,No VAT: missing; Greek subsidiary confirmed (opened 2017 Athens) but AFM not found in public sources
351096,H.Essers & Zonen Internationaal Transport NV (Pharma),BE 0401 296 720,BE0401296720,original,BE,Yes,NV HENRI ESSERS EN ZONEN INTERNATIONAAL TRANSPORT,"Transportlaan 4, 3600 Genk","Transportlaan 4, 3600, Genk",Match,Match,Confirmed,
352386,Hopi PL sp z o.o.,5272681413,PL5272681413,original,PL,Yes,HOPI PL POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"MARCINA KASPRZAKA 29A M917, 01-234 WARSZAWA","Przyokopowa 33, 01-208, Warszawa",Match,Partial,Confirmed,
354554,ATOM ULUSLARARASI NAKLİYAT VE LOJİSTİK HİZMETLERİ TİC.A.S.,,1030553378,discovered,TR,,ATOM Uluslararası Nakliye ve Lojistik Hizmetleri TİC. A.Ş.,"Alsancak Mah. Kıbrıs Şehitleri Cad. No:136 Kristal İş Merk. K:4 Konak, İzmir","1476/1 SOKAK KATİPOGLU İS MERKEZİ NO:2 K:2 D:2 ALSANCAK, 35220, İZMİR",Match,N/A,Non-EU,"No VAT: missing; Web: atomlojistik.com (company website). vergi dairesi Kordon, Mersis 103055337800016; address matches Alsancak/İzmir"
362880,F.H.U Łuczkowski,,PL7352728017,discovered,PL,Yes,MARCIN ŁUCZKOWSKI,"KOŚCIELNA 5, 34-400 NOWY TARG","Kościelna 5, 34-400, Nowy Targ",Match,Match,Likely correct,"No VAT: missing; Web: panoramafirm.pl. matches 'FHU Marcin Łuczkowski' at Kościelna 5, Nowy Targ; another Łuczkowski (Krzysztof) at same address has different NIP"
